"","datetime","city","country","shape"
"40917",1995-04-15,"asheville","us","triangle"
"42409",2011-04-21,"effort","us","triangle"
"43617",2001-04-27,"ferrisburg",NA,"triangle"
"56297",2006-06-21,"san jose","us","triangle"
"70869",1991-07-09,"derby","us","triangle"
"73649",1996-08-15,"wellfleet","us","triangle"
"80572",1993-09-10,"chicopee","us","triangle"
"45",1988-10-10,"new gloucester","us","unknown"
"6414",2004-10-31,"tinley park","us","unknown"
"8192",1971-01-10,"la ronge (canada)","ca","unknown"
"45666",1998-05-10,"bessemer","us","unknown"
"50312",2006-05-03,"throop","us","unknown"
"64056",2008-07-17,"shelby township",NA,"unknown"
"73045",1984-08-14,"buckingham (canada)","ca","unknown"
"75318",1998-08-20,"grande prairie (canada)","ca","unknown"
"84584",2008-09-21,"rathdrum","us","unknown"
"46380",1995-05-12,"starkey","us",NA
"58718",1982-06-30,"leicester (uk/england)","gb",NA
"7271",2012-10-05,"tulsa","us","formation"
"52102",1965-06-01,"san lorenzo","us","light"
"40748",2011-04-14,"egg harbor township",NA,"triangle"
"36738",2013-03-22,"dayton","us","fireball"
"53784",2005-06-14,"mechanicsville","us","circle"
"82192",2012-09-13,"pawleys island","us","fireball"
"6805",2010-10-03,"bloomington","us","light"
"11775",2003-11-19,"atlanta","us","light"
"29935",2009-02-16,"puerto rico",NA,"unknown"
"17623",2014-01-17,"troy","us","sphere"
"6466",2005-10-31,"poughkeepsie","us","light"
"44004",2005-04-29,"st. simons island","us","changing"
"58922",2001-06-30,"lone butte (gila river indian community)",NA,"fireball"
"1564",2012-10-13,"evergreen park","us","oval"
"12224",2005-01-01,"columbia","us","changing"
"27432",2005-01-05,"renton","us","circle"
"2965",1990-10-18,"forest city","us","disk"
"54843",2007-06-15,"mountain","us","disk"
"37644",2007-03-28,"sarasota","us","flash"
"33318",2014-02-08,"eastpointe","us","light"
"44260",2008-04-30,"tucson","us","light"
"8883",2011-11-11,"harbor city","us","triangle"
"53173",2008-06-01,"mexican water","us","triangle"
"76691",2002-08-24,"seattle","us","other"
"47858",2001-05-19,"new york city (westhampton beach)","us","oval"
"4307",2011-10-22,"waldenburg","us","triangle"
"10607",2008-11-15,"san francisco","us","triangle"
"82721",1998-09-15,"seattle","us","other"
"10702",2013-11-15,"lisbon","us","light"
"5288",2013-10-26,"thousand oaks","us","cigar"
"62792",1961-07-15,"falconbridge (canada)","ca","cylinder"
"16391",2001-11-05,"bristol","us","disk"
"3521",2003-10-20,"atlanta","us","fireball"
"28249",2010-01-09,"kapolei",NA,"light"
"86920",2013-09-29,"catskill","us","light"
"88144",2013-09-06,"searsmont","us","light"
"11803",2005-11-19,"overland park","us","other"
"85728",2011-09-24,"stratford","us","other"
"21677",2001-01-22,"leicester (uk/england)","gb","oval"
"74656",2013-08-17,"corunna (canada)",NA,"sphere"
"19460",2011-12-01,"natchitoches","us","triangle"
"58694",1979-06-30,"columbia city","us","triangle"
"29059",2012-02-12,"west bend",NA,"unknown"
"47172",2003-05-15,"auriol/provence (france)",NA,"unknown"
"69033",2010-07-04,"paxton","us","unknown"
"52930",1997-06-01,"southern california operations area",NA,"triangle"
"4260",2007-10-22,"farmington","us","triangle"
"72916",2010-08-13,"sedro woolley",NA,"unknown"
"55028",2003-06-16,"armidale (australi)",NA,"disk"
"3142",2013-10-18,"keizer","us","fireball"
"11878",2011-11-19,"alma","us","light"
"85180",2007-09-22,"cleveland","us","changing"
"71312",2006-08-10,"eureka","us","light"
"31721",2009-02-25,"ellensburg","us","circle"
"24274",2001-12-03,"brock","us","fireball"
"17212",2014-01-16,"north chesterfield",NA,"formation"
"55062",2006-06-16,"la feria","us","light"
"21237",2009-01-02,"washington&#44 d.c.",NA,"sphere"
"31598",2014-02-24,"palm city","us","circle"
"42369",2008-04-21,"phoenix","us","light"
"32736",2009-02-05,"kokomo","us","other"
"8804",2005-11-11,"labarthe sur l&egrave;ze (france)",NA,"cigar"
"70734",2005-07-08,"tuscaloosa","us","circle"
"84052",2009-09-19,"east hampton","us","circle"
"7197",2007-10-05,"clemmons","us","diamond"
"70647",1976-07-08,"st. clair shores",NA,"disk"
"31439",2014-02-23,"albuquerque","us","light"
"43767",2014-04-27,"sparta","us","light"
"45176",2009-04-07,"abilene","us","triangle"
"86602",2010-09-28,"san francisco","us","light"
"74183",2000-08-16,"nottinghamshire (uk/england)","gb","circle"
"49088",2000-05-25,"phoenix","us","light"
"55478",2005-06-18,"granite falls","us","other"
"11578",2006-11-18,"nichols","us","unknown"
"27964",2001-01-08,"kamuela",NA,NA
"36737",2013-03-22,"belair",NA,"circle"
"39684",2012-04-10,"bantam","us","other"
"4793",2011-10-24,"oxford","us","circle"
"4340",2011-10-22,"east hanover","us","light"
"6169",2011-10-30,"indianapolis","us","light"
"64705",1978-07-20,"arizona (about 3 hours from&#44 on i-15)",NA,"light"
"83682",2009-09-18,"boise","us","light"
"44333",1993-04-03,"mudgee (australia)","au","other"
"24404",2008-12-03,"san antonio","us","oval"
"54357",1985-06-15,"mohave desert (near edwards airforce base)",NA,"oval"
"65284",1994-07-02,"wollongong (australia)","au","oval"
"12462",2011-01-01,"almelo (overijssel) (netherlands)",NA,"sphere"
"17445",2008-01-17,"st. catharines (canada)","ca","sphere"
"48448",2001-05-02,"graham","us","sphere"
"84897",2009-09-02,"manchester (uk/england)","gb","sphere"
"58236",1997-06-29,"farmington (approx. 3 miles n of)","us","unknown"
"52169",1968-06-01,"renton","us","changing"
"15182",2011-11-29,"grass valley","us","chevron"
"43516",2011-04-26,"pacoima/tujunga",NA,"disk"
"67094",2003-07-28,"woodstock","us","egg"
"36212",2013-03-20,"bellingham","us","fireball"
"64481",2000-07-19,"fort hood",NA,"light"
"69535",2013-07-04,"ravenswood","us","light"
"64687",1974-07-20,"marfa","us","oval"
"13182",1999-01-12,"dallas","us","circle"
"13668",2005-11-22,"ogden","us","circle"
"7039",2012-10-04,"mercer","us","formation"
"10837",1999-11-16,"detroit","us","unknown"
"7365",2002-10-06,"north las vegas","us","teardrop"
"17895",2009-01-18,"phoenix","us","circle"
"67310",2004-07-29,"south plainfield","us","cone"
"33843",2008-03-11,"annandale","us","fireball"
"35050",2000-03-15,"pine bush/walden",NA,"other"
"78178",2001-08-30,"tidworth (uk/england)",NA,"teardrop"
"80476",2009-08-09,"charles town","us","chevron"
"7238",2011-10-05,"enid","us","circle"
"28132",1978-01-09,"chatsworth","us","circle"
"33845",2008-03-11,"north fort myers","us","circle"
"33878",2012-03-11,"maumee","us","circle"
"51749",2010-06-10,"oak lawn","us","circle"
"83309",1999-09-17,"boring","us","circle"
"9449",2012-11-01,"loretto","us","disk"
"10926",1999-11-16,"west virginia (interstate 81&#44 near pa border)",NA,"fireball"
"29109",2002-02-13,"hopkins","us","fireball"
"84693",2013-09-21,"san tan valley",NA,"fireball"
"55064",2006-06-16,"fairfield","us","formation"
"26723",2009-01-30,"canton","us","light"
"78396",2013-08-30,"des moines","us","light"
"77378",2011-08-26,"belbeis (egypt)",NA,"other"
"800",2003-10-01,"rye","us","sphere"
"39926",1959-04-01,"miami","us","sphere"
"32413",2011-02-03,"lehigh",NA,"triangle"
"33061",2007-02-07,"johnstown","us","triangle"
"35557",2004-03-17,"yakima","us","triangle"
"61129",2005-07-11,"indiana","us","triangle"
"66020",2002-07-24,"haines city","us","unknown"
"10294",1974-11-15,"west orange","us",NA
"58073",2003-06-28,"new york city (queens)","us","disk"
"67752",1997-07-31,"salem","us","unknown"
"77333",2008-08-26,"springtown","us","cigar"
"55773",2009-06-19,"omaha","us","changing"
"1660",2001-10-14,"lake elmo","us","chevron"
"24241",1998-01-23,"alberton","us","circle"
"24396",2007-12-03,"oceanside","us","circle"
"34502",1998-03-13,"san diego","us","circle"
"39732",2014-04-10,"boise","us","circle"
"56030",2005-06-20,"kaunas (lithuania)",NA,"circle"
"82939",2007-09-15,"cypress hills - west block (canada)",NA,"circle"
"87894",2011-09-05,"miami","us","circle"
"20485",1999-12-16,"greensboro","us","cylinder"
"68932",2010-07-04,"richland","us","fireball"
"81875",2009-09-12,"shorewood","us","fireball"
"20908",2010-12-18,"fords","us","light"
"23654",2003-12-30,"lancaster","us","light"
"27886",2012-01-07,"frazer township",NA,"light"
"44890",NA,"lake wales","us","light"
"52980",1998-06-01,"destrehan","us","light"
"68203",2010-07-03,"trail (canada)","ca","light"
"72537",2007-08-12,"clermont","us","light"
"88739",2006-09-09,"sturgis","us","light"
"51242",2002-05-08,"derby (uk/england)","gb","other"
"67833",2005-07-31,"eugene","us","other"
"77864",2010-08-28,"ardsley","us","other"
"19078",2013-12-11,"covina","us","oval"
"21024",2005-12-19,"foely",NA,"oval"
"3587",2006-10-20,"north georgia",NA,"sphere"
"20145",2012-12-14,"morgantown","us","sphere"
"22933",2001-12-26,"port jefferson station","us","sphere"
"24070",2012-12-31,"debary","us","sphere"
"36583",1956-03-22,"hampton","us","sphere"
"43742",2014-04-27,"brookhaven","us","sphere"
"49650",2006-05-28,"montreal (canada)","ca","sphere"
"56268",2003-06-21,"vail","us","sphere"
"88781",2009-09-09,"elkton","us","triangle"
"13431",2010-11-02,"baldwin","us","unknown"
"41309",2007-04-16,"san juan (puerto rico)",NA,"unknown"
"66155",2011-07-24,"miami","us","unknown"
"84049",2009-09-19,"lusby","us","unknown"
"8818",2005-11-11,"montreal lasalle (canada)",NA,NA
"43169",2011-04-24,"applachian mountains",NA,NA
"79219",1973-08-05,"victory lakes","us","oval"
"75967",2002-08-02,"hazel green","us","triangle"
"65257",2012-07-21,"gurnee","us","other"
"23643",2002-12-30,"fallbrook","us","light"
"31627",1997-02-25,"skarysko-kamienna (poland)",NA,"triangle"
"79918",2012-08-07,"patterson","us","triangle"
"636",1989-10-01,"pawling","us","oval"
"1134",2001-10-12,"dublin (republic of ireland)",NA,"light"
"86897",2012-09-29,"crawley (uk/england)","gb","light"
"75608",2013-08-20,"tacoma","us","fireball"
"51269",2005-05-08,"phoenix","us","sphere"
"16151",2012-01-14,"medicine park","us","circle"
"16779",2013-01-15,"fort dodge","us","triangle"
"43791",1999-04-28,"santa cruz","us","changing"
"17099",2010-01-16,"henderson","us","chevron"
"49229",2013-05-25,"youngstown","us","chevron"
"4274",2008-10-22,"pomeroy","us","circle"
"7054",2013-10-04,"salt lake city","us","circle"
"9176",2002-11-01,"santa cruz","us","circle"
"14812",2000-11-28,"edina","us","circle"
"68558",2000-07-04,"west des moines","us","circle"
"79172",2012-08-04,"olympia","us","cone"
"4089",2009-10-02,"modesto","us","cylinder"
"61158",2008-07-11,"manchester (salford) (uk/england)","gb","cylinder"
"3585",2006-10-20,"st. augustine","us","egg"
"49115",2005-05-25,"new york city (manhattan)","us","egg"
"54840",2007-06-15,"monroe","us","fireball"
"64419",2013-07-18,"lebanon","us","fireball"
"64429",2013-07-18,"panama city beach","us","fireball"
"69508",2013-07-04,"naples","us","fireball"
"19477",2011-12-01,"louisville","us","light"
"20399",2009-12-15,"macchu pichu (peru)",NA,"light"
"22287",2012-12-23,"opp","us","light"
"32780",2012-02-05,"atlanta","us","light"
"35220",2009-03-15,"sedona","us","light"
"60066",2013-06-06,"slippery rock","us","light"
"61655",2001-07-01,"clear lake","us","light"
"80929",2001-09-11,"frankfort","us","light"
"35146",2005-03-15,"las vegas (?)",NA,"other"
"44563",2005-04-04,"dayville","us","other"
"69610",2013-07-04,"snohomish","us","other"
"69613",2013-07-04,"lincoln","us","other"
"74379",2013-08-16,"syracuse","us","other"
"5713",2011-10-28,"los angeles (over lax)","us","oval"
"46983",1982-05-15,"tullahoma","us","oval"
"62608",2007-07-14,"ocala","us","oval"
"70742",2006-07-08,"mansfield","us","oval"
"76703",2003-08-24,"minot","us","oval"
"26454",2006-12-09,"huntersville","us","rectangle"
"29927",2009-02-16,"stratford","us","teardrop"
"16129",2011-01-14,"davis","us","triangle"
"32092",2014-02-27,"montgomery/millbrook",NA,"triangle"
"80574",1995-09-10,"marion","us","triangle"
"83192",2007-09-16,"boulder","us","triangle"
"86759",2002-09-29,"dewey beach","us","triangle"
"1710",2003-10-14,"trego","us","unknown"
"34700",1966-03-14,"ann arbor","us","unknown"
"68136",2008-07-03,"maricopa","us","unknown"
"18825",2007-12-10,"lake city","us","other"
"77234",1999-08-26,"olympic national park (coast of pacific ocean)",NA,"disk"
"18554",2005-01-20,"thetford",NA,"other"
"83923",2008-09-19,"flushing","us","cigar"
"84563",2007-09-21,"rosebud","us","changing"
"63845",2010-07-16,"paola","us","cigar"
"37670",2010-03-28,"burbank","us","disk"
"70966",2005-07-09,"marietta area",NA,"disk"
"81184",1975-09-01,"independence","us","disk"
"76539",2009-08-23,"san diego","us","rectangle"
"29089",1997-02-13,"lakewood","us","teardrop"
"74039",2010-08-15,"essex (canada)","ca","changing"
"68988",2010-07-04,"ridgway","us","cigar"
"39750",1997-04-11,"houma","us","circle"
"34620",2008-03-13,"coolidge","us","cylinder"
"52019",1955-06-01,"cincinnati","us","disk"
"56874",1994-06-23,"los angeles (outside of)","us","disk"
"59233",2013-06-30,"innisfail (canada)","ca","light"
"83643",2006-09-18,"waukegan/gurnee",NA,"light"
"68085",2005-07-03,"casa grande","us","triangle"
"35156",2005-03-15,"jefferson county","us",NA
"46643",2004-05-13,"brighton (uk/england)","gb","cigar"
"39031",2004-03-07,"los angeles","us","cigar"
"88275",2008-09-07,"pomona","us","light"
"58331",2009-06-29,"midvale","us","fireball"
"84146",1982-09-20,"dixie","us","disk"
"17419",2006-11-07,"stratford","us","unknown"
"27768",2002-01-07,"arlington","us","fireball"
"66427",2010-07-25,"oklahoma city","us","rectangle"
"71096",1959-08-10,"reseda","us","disk"
"40798",2014-04-14,"west hollywood","us","light"
"22928",2000-12-26,"cranbrook (canada)","ca","circle"
"21758",2004-12-02,"carrollton","us","light"
"13841",1999-11-23,"half moon bay","us","chevron"
"45159",2008-04-07,"brentwood","us","chevron"
"82468",2013-09-14,"meridian","us","circle"
"65537",1999-07-22,"hood river","us","diamond"
"48423",2013-05-21,"olympia","us","fireball"
"43083",2003-04-24,"los angeles","us","formation"
"3072",2007-10-18,"myrtle beach","us","light"
"12273",2007-01-01,"lake station","us","light"
"30918",2002-02-02,"spokane","us","light"
"70542",2010-07-07,"russellville","us","light"
"74291",2007-08-16,"wantagh","us","other"
"67088",2003-07-28,"tomball","us","other"
"10354",1990-11-15,"furnace creek (death valley)","us","unknown"
"18063",2013-11-08,"warren","us","light"
"13690",2007-11-22,"delran",NA,"oval"
"42693",2002-04-22,"conroe/houston (between)",NA,"diamond"
"35851",2000-03-19,"tucson","us","light"
"30938",2003-02-02,"orlando (1hr south)","us","oval"
"53101",2003-06-01,"jasper","us","oval"
"22140",1997-12-23,"brewster","us","unknown"
"15040",2013-11-28,"albuquerque","us","changing"
"39953",1975-04-01,"st. marys","us","cigar"
"62880",1972-07-15,"indianapolis","us","cigar"
"26900",2012-01-31,"mastic","us","circle"
"43788",1998-04-28,"tulsa","us","circle"
"84756",2000-09-02,"tempe","us","circle"
"66879",2008-07-27,"rock port","us","cylinder"
"6148",2009-10-30,"surrey (canada)","ca","disk"
"7975",1998-10-09,"pikeville (farmingdale drive)","us","disk"
"10409",1998-11-15,"i-35 (about 3 miles north of west)",NA,"disk"
"39528",1949-04-10,"seattle","us","disk"
"20536",2005-12-16,"spokane","us","fireball"
"32260",2014-02-28,"davie","us","fireball"
"84103",2013-09-19,"northville","us","fireball"
"85999",2012-09-25,"franklin","us","fireball"
"74847",2011-08-18,"santa ana","us","flash"
"21767",2005-01-22,"rancho cucamonga","us","formation"
"52519",1982-06-01,"pineville","us","formation"
"5596",2004-10-28,"st. francis","us","light"
"33370",2001-02-09,"kingston springs","us","light"
"68102",2007-07-03,"mainz (germany)","de","light"
"88754",2007-09-09,"tukwila","us","light"
"13393",2009-01-12,"lexington","us","other"
"52665",1989-06-01,"mansfield","us","other"
"64870",2005-07-20,"columbia","us","rectangle"
"70871",1994-07-09,"lake perris",NA,"triangle"
"76585",2012-08-23,"perry hall","us","triangle"
"52996",1999-06-01,"guilford","us","unknown"
"14851",2003-11-28,"surrey (canada)","ca","other"
"32715",2006-02-05,"albert lea","us","unknown"
"52933",1997-06-01,"park city","us","circle"
"81023",2007-09-11,"anaheim","us",NA
"73114",2004-08-14,"connelsville (near)",NA,"unknown"
"70921",2003-07-09,"hamilton","us","circle"
"87943",1966-09-06,"pasco","us","disk"
"49678",2008-05-28,"phoenix","us","light"
"33209",2005-02-08,"owings mills","us","triangle"
"43704",2012-04-27,"new york city (brooklyn)","us","light"
"7326",1974-10-06,"chicago","us","oval"
"23086",2000-12-27,"kea&#39au",NA,"sphere"
"75675",2001-08-21,"kingman","us","changing"
"32969",2013-02-06,"skowhegan","us","chevron"
"76436",2001-08-23,"galena","us","chevron"
"2761",1999-10-17,"charlotte","us","cigar"
"28956",2004-02-12,"newcastle upon tyne (uk/england)","gb","cigar"
"42944",2008-04-23,"new orleans","us","cigar"
"8680",2013-11-10,"grand junction","us","circle"
"16440",2003-11-05,"portland","us","circle"
"41628",2013-04-17,"surry","us","circle"
"64498",2002-07-19,"toronto (canada)","ca","circle"
"64530",2004-07-19,"state college","us","circle"
"68140",2008-07-03,"west bloomfield","us","circle"
"75153",2010-08-19,"wheat ridge","us","circle"
"76110",2012-08-02,"newark","us","circle"
"20104",2009-12-14,"new york city (manhattan)","us","cross"
"16415",2002-01-15,"lake wales","us","cylinder"
"32496",2001-02-04,"corpus christi","us","cylinder"
"44453",2012-04-03,"columbus","us","cylinder"
"56959",2005-06-23,"avinger (lake o&#39 the pines)","us","cylinder"
"78082",2011-08-29,"seattle","us","cylinder"
"57826",2013-06-26,"crawley (uk/england)","gb","diamond"
"79240",1997-08-05,"santa cruz","us","diamond"
"23946",2009-12-31,"spring hill","us","disk"
"84231",2003-09-20,"frankfort","us","disk"
"26040",2002-12-08,"sharpsville","us","egg"
"1373",2000-10-13,"newton","us","fireball"
"25131",2007-01-25,"frankfort","us","fireball"
"33475",2013-02-09,"hana","us","fireball"
"43400",2014-04-25,"zillah","us","flash"
"25841",2009-01-27,"caracas (venezuela)",NA,"formation"
"31567",2010-02-24,"arden","us","formation"
"42823",2014-04-22,"escondido","us","formation"
"2707",2012-10-16,"atlanta","us","light"
"9374",2009-01-11,"haiku","us","light"
"11843",2008-11-19,"horsham","us","light"
"13541",2013-11-02,"west hills",NA,"light"
