"","datetime","city","country","shape"
"34470",1997-03-13,"phoenix","us","triangle"
"55623",1998-06-19,"charlottetown (canada)","ca","triangle"
"18661",2012-01-20,"hopewell","us","unknown"
"48574",1973-05-22,"atlantic ocean (uscg cutter &quot;spencer&quot;)",NA,NA
"32745",2009-02-05,"cocoa","us","changing"
"75560",2011-08-20,"poplar bluff","us","circle"
"168",2006-10-10,"pennington","us","diamond"
"23937",2008-12-31,"fort lauderdale","us","fireball"
"907",2006-10-01,"canon city","us","light"
"87697",2013-09-04,"parkville","us","light"
"81411",2001-09-01,"mannford","us","other"
"35947",2009-03-19,"mishawaka","us","triangle"
"34726",2000-03-14,"new york city/staten island (w/ new jersey)",NA,"unknown"
"26470",2006-12-09,"marina del rey/mar vista",NA,"circle"
"49699",2010-05-28,"chesapeake","us","circle"
"1188",2005-10-12,"phoenix","us","light"
"23199",2013-12-27,"shrewsbury","us","light"
"47303",2009-05-15,"santa barbara","us","light"
"70848",2013-07-08,"goodlands (mauritius)",NA,"light"
"67786",2002-07-31,"liberty","us","other"
"31488",2002-02-24,"washington township",NA,NA
"25962",2013-12-07,"costa rica (riu palace hotel)",NA,"circle"
"87135",2007-09-30,"bigelow","us","light"
"68845",2009-07-04,"el cajon","us","light"
"56323",2008-06-21,"winnetka","us","teardrop"
"43630",2003-04-27,"mesa","us","diamond"
"30585",2008-02-20,"brea","us","light"
"62271",2006-07-13,"manchester","us","light"
"54393",1989-06-15,"cashmere","us","unknown"
"28729",2003-02-01,"san francisco","us",NA
"4183",2000-10-22,"san jose","us","other"
"65571",2002-07-22,"london (uk/england)","gb","cigar"
"21473",2012-12-20,"johannesburg (south africa)",NA,"fireball"
"20090",2008-12-14,"seattle/olympic mountains",NA,"unknown"
"4966",2006-10-25,"bradenton","us","fireball"
"6809",2010-10-03,"niagara falls (canada)","ca","light"
"10867",1999-11-16,"springfield","us","fireball"
"78937",2013-08-03,"fresno","us","light"
"69128",2011-07-04,"cooks mills (welland) (canada)",NA,"disk"
"9720",2010-11-12,"buckeye","us","other"
"71670",2010-08-11,"marshall","us","light"
"54362",1985-06-15,"wichita","us","circle"
"14108",2006-11-24,"lehighton","us","disk"
"47270",2007-05-15,"southington","us","fireball"
"19244",2002-12-01,"duvall","us","other"
"24768",2008-01-24,"auburn","us","other"
"34608",2007-03-13,"jacksonville","us","other"
"53676",2012-06-13,"manchester","us","other"
"64197",1993-07-18,"liberal","us","other"
"68445",1997-07-04,"lake tawakine",NA,"other"
"88461",2005-09-08,"gainesville","us","other"
"68232",2011-07-03,"gastonia","us","sphere"
"44208",2003-04-30,"seattle","us","triangle"
"77737",2002-08-28,"colonia st. jordi (spain)",NA,"triangle"
"3001",2002-10-18,"street","us","unknown"
"19876",2006-12-13,"chicago","us","unknown"
"73570",1990-08-15,"sponk",NA,"unknown"
"83418",2007-09-17,"wallingford","us","circle"
"35489",2014-03-16,"shreveport","us","flash"
"67456",2013-07-29,"madison","us","egg"
"53833",2008-06-14,"los angeles","us","fireball"
"31811",2004-02-26,"aledo","us","disk"
"22838",2012-12-25,"landover","us","light"
"11232",2000-11-17,"greenwich","us","light"
"84363",2010-09-20,"westerly","us","unknown"
"26343",1997-12-09,"reno","us","light"
"45522",2008-04-09,"haworth (uk/england)","gb","light"
"72416",2001-08-12,"victoria (canada)","ca","oval"
"51569",1985-06-10,"gainesville","us","cigar"
"13864",2000-11-23,"auburn","us","circle"
"14625",1999-11-27,"seward","us","circle"
"62579",2005-07-14,"vanderbilt","us","other"
"62268",2006-07-13,"imperial beach","us","changing"
"62355",2011-07-13,"montreal (canada)","ca","changing"
"62370",2012-07-13,"marshalltown","us","changing"
"5480",2012-10-27,"santa rosa","us","chevron"
"36125",2008-03-20,"glastonbury","us","cigar"
"45749",2006-05-10,"denver","us","cigar"
"52126",1966-06-01,"three rivers (canada)","ca","cigar"
"60331",2002-06-08,"beaver","us","cigar"
"78209",2003-08-30,"heber","us","cigar"
"8098",2010-10-09,"stockton","us","circle"
"31945",1998-02-27,"vancouver","us","circle"
"46753",1997-05-14,"san jose (on the west side)","us","circle"
"51545",1972-06-10,"lacoste",NA,"circle"
"69626",2013-07-04,"glendive","us","circle"
"17942",2010-11-08,"alachua","us","cross"
"34889",2013-03-14,"branford","us","cylinder"
"57935",2009-06-27,"mcconnells","us","diamond"
"5642",2007-10-28,"chicago heights","us","disk"
"7088",1967-10-05,"syracuse","us","disk"
"69675",1990-07-05,"sawyer","us","disk"
"22657",2000-12-25,"miami","us","egg"
"3353",2012-10-19,"burns","us","fireball"
"15076",1998-11-29,"palm desert (above)","us","fireball"
"36809",2004-03-23,"russia","us","fireball"
"87021",2001-09-30,"running springs","us","fireball"
"3609",2007-10-20,"rock falls","us","light"
"18375",2012-01-19,"lansdale","us","light"
"23341",2008-12-28,"des moines","us","light"
"24581",2014-01-23,"clackamas","us","light"
"35650",2012-03-17,"san miguel (el salvador)",NA,"light"
"55724",2007-06-19,"chicago","us","light"
"58172",2011-06-28,"ames","us","light"
"78537",2005-08-31,"mokena","us","light"
"87560",2004-09-04,"weymouth (uk/england)","gb","light"
"19076",2013-12-11,"edmond","us","other"
"20445",2013-12-15,"foreston","us","other"
"36197",2012-03-20,"evington","us","other"
"70038",2003-07-06,"salem","us","other"
"77699",1998-08-28,"west islip","us","other"
"87220",2013-09-30,"amesbury","us","other"
"10089",1999-11-14,"port st. lucie",NA,"oval"
"26411",2003-01-29,"stockbridge","us","oval"
"27104",2012-01-03,"homeland","us","oval"
"27119",2012-01-03,"chrisney","us","oval"
"71890",1978-08-01,"clifton park","us","oval"
"74388",2013-08-16,"dubuque","us","oval"
"37719",1986-03-29,"alamo","us","rectangle"
"38102",1998-03-31,"ozark national forest (near spring lake&#44 aprx.5 miles to n)",NA,"rectangle"
"17962",2011-01-18,"hendersonville","us","sphere"
"56596",2013-06-02,"wichita","us","sphere"
"69511",2013-07-04,"los angeles","us","sphere"
"71889",1978-08-01,"van nuys","us","sphere"
"74648",2013-08-17,"canton","us","sphere"
"8102",2010-10-09,"st. catharines (canada)","ca","triangle"
"20792",2013-12-17,"burke","us","triangle"
"32312",1987-02-03,"traverse city","us","triangle"
"39391",2004-03-09,"dover","us","triangle"
"39653",2009-04-10,"orlando","us","triangle"
"54883",2010-06-15,"woodlawn","us","triangle"
"64453",1984-07-19,"millwood","us","triangle"
"81202",1977-09-01,"dublin",NA,"triangle"
"82650",1990-09-15,"campbell hall","us","triangle"
"34403",2014-03-12,"sonoma","us","unknown"
"41436",2014-04-16,"seal beach","us","unknown"
"46698",2010-05-13,"weston","us","unknown"
"52670",1989-06-01,"hilo","us","unknown"
"70752",2007-07-08,"ljubljana (slovenia)",NA,"unknown"
"77489",2003-08-27,"houston","us","unknown"
"75676",2002-08-21,NA,NA,NA
"78769",2003-08-03,"long beach","us","light"
"19959",2012-12-13,"garland","us","circle"
"65286",1995-07-02,"winnemucca","us",NA
"79649",2011-08-06,"bloomington","us","light"
"11440",1995-11-18,"ringgold","us","delta"
"12650",2014-01-01,"deltona","us","sphere"
"29644",2004-02-15,"bethlehem","us","light"
"8044",2007-10-09,"loveland","us","diamond"
"30401",2008-02-19,"kalama","us","disk"
"82454",2013-09-14,"milford","us","other"
"74547",2008-08-17,"wauconda","us","cigar"
"41711",2006-04-18,"eureka","us","sphere"
"28820",2010-02-01,"preston",NA,"flash"
"26844",2006-01-31,"portland","us","flash"
"71987",1995-08-01,"las vegas","us","flash"
"61341",1970-07-01,"lockport","us","light"
"39442",2008-03-09,"walker","us","other"
"53821",2008-06-14,"new braunfels","us","triangle"
"14325",2006-11-25,"baytown","us","circle"
"35852",2000-03-19,"san francisco","us","fireball"
"54026",1965-06-15,"delano","us","formation"
"26307",2014-01-28,"destin","us","light"
"82788",2000-09-15,"east springfield","us","light"
"18654",2012-01-20,"daytona beach","us","oval"
"80640",2002-09-10,"kill devil hills","us","rectangle"
"8552",2006-11-10,"sophia","us","triangle"
"23767",1986-12-31,"mt. airy",NA,"triangle"
"45869",2003-05-11,"goleta","us",NA
"15712",2011-11-03,"anahiem",NA,"light"
"63696",1998-07-16,"muscatine","us","oval"
"8970",1974-11-01,"davenport","us","light"
"10085",1999-11-14,"cumby","us","unknown"
"12753",1995-11-20,"federal way","us",NA
"57637",1995-06-26,"surrey (canada)","ca","changing"
"79032",2004-08-04,"shade gap","us","circle"
"74053",2010-08-15,"weaverville","us","fireball"
"40589",1979-04-14,"cheshire (uk/england",NA,"sphere"
"21272",2012-01-02,"rincon","us","triangle"
"18916",2013-12-10,"fairbanks","us","unknown"
"60010",2009-06-06,"chicago ridge","us","fireball"
"27026",2007-01-03,"new florence","us","other"
"52109",1966-06-01,"bellingham","us","disk"
"42305",2002-04-21,"lancaster","us","circle"
"57825",2013-06-26,"camborne (uk/england)","gb","light"
"37876",2014-03-29,"houston","us","triangle"
"50916",2004-05-06,"goedehoop&#44strand (south africa)",NA,"fireball"
"50417",2014-05-03,"thomasville","us","light"
"57064",2012-06-23,"lehigh acres",NA,NA
"76263",2006-08-22,"huntington","us","light"
"1045",2012-10-01,"port hueneme","us","light"
"1278",2012-10-12,"lake worth","us","chevron"
"52762",1993-06-01,"newburgh","us","disk"
"24126",2013-12-31,"brattleboro","us","fireball"
"64837",2003-07-20,"newcastle upon tyne (uk/england)","gb","light"
"4689",2003-10-24,"fort smith","us","teardrop"
"88010",2002-09-06,"bad axe","us","triangle"
"85921",2008-09-25,"las vegas","us","unknown"
"27152",2014-01-03,"simsbury","us","triangle"
"63691",1996-07-16,"alberta (rural) (canada)",NA,"unknown"
"68449",1997-07-04,"evansville","us","circle"
"47853",2001-05-19,"east  longmeadow","us","cylinder"
"81335",1999-09-01,"gold beach","us","fireball"
"72002",1996-08-01,"hastings","us","flash"
"18452",2014-01-19,"wellington","us","light"
"61228",2011-07-11,"las vegas","us","sphere"
"58958",2003-06-30,"nashville","us","triangle"
"83429",2008-09-17,"whitby (canada)","ca","circle"
"59812",1968-06-06,"duluth","us","disk"
"38629",2005-03-05,"scarborough (canada)","ca","fireball"
"83851",2002-09-19,"myrtle beach","us","light"
"56193",1952-06-21,"lansing (few miles northwest of&#44 in the country)","us","other"
"59811",1968-06-06,"lake havasu city","us","cigar"
"48086",2001-05-20,"yarmouth (canada)","ca","light"
"35412",2009-03-16,"glenwood springs","us","formation"
"69248",2011-07-04,"levittown","us","formation"
"71755",2013-08-11,"amherst","us","circle"
"68563",2000-07-04,"tacoma","us","light"
"77431",2013-08-26,"bridgeport","us","light"
"52299",1975-06-01,"milwaukee","us","changing"
"79966",2012-08-07,"iowa city","us","changing"
"15218",2013-11-29,"urbana","us","circle"
"7846",2008-10-08,"lubbock","us","cylinder"
"71854",1973-08-01,"steubenville","us","cylinder"
"49816",2005-05-29,"indy",NA,"disk"
"81232",1983-09-01,"allentown","us","disk"
"1653",2000-10-14,"denver","us","unknown"
"77870",2011-08-28,NA,NA,NA
"45852",2001-05-11,"antwerp (belgium)",NA,"other"
"88251",2005-09-07,"marlton","us","other"
"29158",2007-02-13,"edmonds","us","triangle"
"50619",1984-05-05,"cloquet","us","other"
"56634",2000-06-22,"toronto (canada)","ca","circle"
"21361",2002-12-20,"punta gorda","us","disk"
"13085",2009-11-21,"yukon territory (location undisclosed) (canada)",NA,"sphere"
"35312",1997-03-16,"yuma (desert&#44 on olgiby rd.&#44 16 mi. ne. of  yuma)","us","triangle"
"48472",2005-05-02,"greensboro","us","sphere"
"24565",2014-01-23,"raleigh","us","disk"
"11712",1998-11-19,"montverde","us","oval"
"63911",1953-07-17,"dublin","us","cone"
"67108",2005-07-28,"winnipeg (canada)","ca","disk"
"13679",2006-11-22,"santa clarita","us","light"
"27910",2013-01-07,"swansea (uk/wales)","gb","flash"
"29868",2003-02-16,"camano island",NA,"diamond"
"10331",1986-11-15,"savannah","us","light"
"52879",1996-06-01,"calgary (canada)","ca","sphere"
"83184",2006-09-16,"regina (canada)","ca","unknown"
"63605",2011-07-15,"larose","us","sphere"
"64007",2004-07-17,"monticello","us","sphere"
"64107",2010-07-17,"seattle","us","sphere"
"64677",1970-07-20,"englewood","us","sphere"
"61040",1993-07-11,"whitby (new zealand)",NA,"light"
"4297",2010-10-22,"perrysburg","us","light"
"75301",1995-08-20,"beaverton","us",NA
"17308",2003-01-17,"frackville","us","circle"
"14296",2004-11-25,"sacramento","us","light"
"35325",1999-03-16,"germantown","us","diamond"
"74799",2007-08-18,"stratford","us","formation"
"54812",2006-06-15,"san antonio","us","light"
"81910",2010-09-12,"omaha","us","light"
"28903",1989-02-12,"kenosha","us","other"
"54864",2008-06-15,"cumberland","us","other"
"57435",2001-06-25,"ocracoke island",NA,"other"
"45971",2012-05-11,"cleveland","us","oval"
"45983",2013-05-11,"los angeles","us","oval"
"46897",1951-05-15,"fort sill",NA,"oval"
"46932",1968-05-15,"st. louis","us","oval"
"17108",2011-11-06,"on tv sunday night football",NA,NA
"68336",2013-07-03,"culver","us",NA
"33367",2000-02-09,"seattle","us","circle"
"57090",2012-06-23,"rochester",NA,"circle"
"49749",2013-05-28,"fayetteville","us","fireball"
"1193",2006-10-12,"cornwall (canada)","ca","sphere"
"73915",2005-08-15,"groningen (the netherlands)",NA,"circle"
"39800",2005-04-11,"dublin","us","disk"
"87516",2001-09-04,"sedona","us","light"
"39700",2012-04-10,"east haven","us","unknown"
"48540",2012-05-02,"harare (zimbabwe)",NA,"changing"
"48588",1998-05-22,"indianapolis","us","changing"
"57502",2006-06-25,"paintsville","us","cigar"
"75925",1996-08-02,"fishers","us","circle"
"58129",2008-06-28,"spokane","us","disk"
"67957",2012-07-31,"london (uk/england)","gb","egg"
"5890",2008-10-29,"houston","us","fireball"
"80483",2010-08-09,"beaumont","us","flash"
"86058",2001-09-26,"whittier","us","formation"
"9422",2011-11-01,"myrtle beach","us","light"
"32405",2009-02-03,"south new belrin",NA,"light"
"39794",2004-04-11,"williams lake (canada)","ca","light"
"45758",2007-05-10,"anniston","us","light"
"56431",1982-06-02,"clovis","us","light"
"342",1999-10-11,"kirbyville (due south of)","us","other"
"16338",1998-11-05,"van nuys","us","sphere"
"70953",2005-07-09,"oak forest","us","unknown"
"5199",2005-10-26,"san francisco","us","light"
"49898",2012-05-29,"ohatchee","us",NA
"15435",1984-01-13,"idaho (i-90 interstate)",NA,"changing"
"88769",2009-09-09,"franklin county","us","chevron"
"52399",1978-06-01,"marshall","us","cigar"
"9914",2008-11-13,"dover&#44 kent (uk/england)",NA,"circle"
"11661",2012-11-18,"antrim (ireland)",NA,"circle"
"20351",2006-12-15,"east providence","us","circle"
"41937",2009-04-19,"porterville","us","circle"
"87777",2002-09-05,"appalachia","us","cross"
"32364",2004-02-03,"sultana","us","diamond"
"75825",2010-08-21,"palos verdes",NA,"disk"
"17210",2014-01-16,"forsyth","us","fireball"
"44399",2006-04-03,"tidewater","us","fireball"
"63892",2012-07-16,"mt. pleasant","us","fireball"
"78336",2011-08-30,"white house","us","fireball"
"45833",1996-05-11,"norwood","us","formation"
"4154",2013-10-02,"philadelphia","us","light"
"8813",2005-11-11,"cortland","us","light"
"14222",2013-11-24,"bend","us","light"
"19438",2009-12-01,"napa","us","light"
"27317",2013-01-04,"milwaukie","us","light"
"28569",2008-02-11,"whittier","us","light"
"33487",2014-02-09,"mandeville","us","light"
"25777",2006-01-27,"beloit","us","other"
"35855",2001-03-19,"los angeles","us","other"
"81214",1979-09-01,"commack","us","other"
"82031",2001-09-13,"kings park","us","other"
"53263",2013-06-01,"chatfeild",NA,"oval"
"68042",2002-07-03,"akron","us","oval"
"70718",2004-07-08,"englewood","us","sphere"
"48149",2006-05-20,"beaver (in outskirts of)","us","teardrop"
"19809",2002-12-13,"houston","us","triangle"
"71523",2001-08-11,"royal palm beach","us","triangle"
"30657",2012-02-20,"oak hill","us","unknown"
"54006",1964-06-15,"mandaue (philippines)",NA,"unknown"
"77124",2011-08-25,"north woodmere","us","unknown"
"77744",2002-08-28,"louisville","us","unknown"
"79406",2011-08-05,"grafton",NA,"unknown"
"27361",1996-01-05,"round lake","us",NA
"19084",1972-12-01,"eddington","us","circle"
"28640",2014-02-11,"plano","us","light"
"13024",2004-11-21,"orlando","us","changing"
"50231",2013-05-31,"monroeville","us","circle"
"68867",2009-07-04,"federal way","us","circle"
"83531",1986-09-18,"owensboro","us","cylinder"
"29366",2007-02-14,"san ramon/danville",NA,"disk"
"29038",2010-02-12,"yakima","us","fireball"
"55738",2007-06-19,"mountain view","us","formation"
"20513",2003-12-16,"cliff","us","light"
"25956",2013-01-27,"scranton","us","light"
"36669",2008-03-22,"austin","us","light"
"49733",2012-05-28,"kaysville","us","light"
"57175",2002-06-24,"phoenix","us","light"
"83958",2009-09-19,"sanford","us","light"
"7883",2010-10-08,"peoria","us","oval"
"69748",2003-07-05,"rend lake",NA,"oval"
"88595",2012-09-08,"albuquerque","us",NA
"10310",1976-11-15,"taunton","us","fireball"
"46365",1976-05-12,"grapevine","us","egg"
"27612",2008-01-06,"mexico city (mexico)",NA,"sphere"
"6286",1999-10-31,"orland park/palos park",NA,"circle"
"65777",2001-07-23,"wilsonville","us","triangle"
"71458",2013-08-10,"medina","us","fireball"
"1526",2010-10-13,"las vegas","us","changing"
"2462",2012-10-15,"hartland","us","changing"
"86689",2013-09-28,"o&#39fallon","us","changing"
"87466",2013-09-03,"salt lake city","us","changing"
"52528",1982-06-01,"peekskill","us","chevron"
"83392",2006-09-17,"las vegas","us","chevron"
"4090",2009-10-02,"visalia","us","cigar"
"14028",1984-11-24,"columbus","us","cigar"
"36794",2001-03-23,"roma (italy)",NA,"cigar"
"52294",1975-06-01,"lakewood","us","cigar"
"61970",2003-07-12,"fairborn","us","cigar"
"73271",2012-08-14,"upland/rancho cucamonga",NA,"cigar"
"77532",2006-08-27,"rasnov (romania)",NA,"cigar"
"13789",2013-11-22,"arapahoe","us","circle"
"28379",2005-02-10,"woodland","us","circle"
"49435",1995-05-27,"southside","us","circle"
"53295",1968-06-12,"st. paul","us","circle"
"55893",1985-06-20,"lorain","us","circle"
"57597",2012-06-25,"atlantic ocean",NA,"circle"
"75270",1987-08-20,"cedar springs","us","circle"
"5507",2013-10-27,"winston-salem","us","cross"
"35519",1999-03-17,"vernon","us","cylinder"
"69286",2012-07-04,"goochland county","us","cylinder"
"69318",2012-07-04,"lantana/lake worth",NA,"cylinder"
"69485",2013-07-04,"washington","us","cylinder"
"21159",2003-01-02,"dillsburg","us","diamond"
"35589",2007-03-17,"butong&#44 taal&#44 batangas (philippines)",NA,"disk"
"42894",2003-04-23,"san francisco","us","disk"
"64675",1968-07-20,"zell (farm outside of)","us","disk"
"71147",1989-08-10,"novato","us","disk"
"72670",2012-08-12,"denver","us","egg"
"13110",2011-11-21,"san bernardino","us","fireball"
"36616",2001-03-22,"cleveland","us","fireball"
"76828",2012-08-24,"northport","us","fireball"
"82434",2012-09-14,"corolla","us","fireball"
"86890",2012-09-29,"woodbridge","us","fireball"
"18291",2009-01-19,"providence","us","formation"
"22817",2012-12-25,"windsor","us","formation"
"82830",2002-09-15,"quebec city (canada)",NA,"formation"
"14040",1996-11-24,"miami","us","light"
"49039",2013-05-24,"wittenberg","us","light"
"49394",2013-05-26,"west babylon","us","light"
"52351",1976-06-01,"columbus","us","light"
"52566",1984-06-01,"ka&#39anapali (maui)",NA,"light"
"54618",1999-06-15,"ridgewood","us","light"
"57735",2007-06-26,"myrtle beach","us","light"
"58232",1996-06-29,"east providence","us","light"
"59406",2013-06-03,"cumming","us","light"
"64361",2010-07-18,"inver grove heights","us","light"
"68123",2007-07-03,"mcdonough","us","light"
"72464",2002-08-12,"london (near) (uk/england)","gb","light"
"77854",2010-08-28,"valatie","us","light"
"82077",2004-09-13,"franklin","us","light"
"87557",2004-09-04,"london (uk/england)","gb","light"
"36651",2006-03-22,"port el kantoui (tunisia)",NA,"other"
"39634",2008-04-10,"apollo","us","other"
"65717",1982-07-23,"bowling green","us","other"
"68305",2012-07-03,"west harrison","us","other"
"75980",2003-08-02,"magnolia",NA,"other"
"1618",1990-10-14,"reidsville","us","oval"
"13513",2013-01-12,"clayton","us","oval"
"29326",2004-02-14,"newtown","us","oval"
"49983",2005-05-30,"satellite beach","us","oval"
"61883",1974-07-12,"mosinee","us","oval"
"4650",1995-10-24,"tyrrhenian sea",NA,"sphere"
"27140",2013-01-03,"san gwann (malta)",NA,"sphere"
"30328",1999-02-19,"caimanes (chile)",NA,"sphere"
"44142",2014-04-29,"crescent city","us","teardrop"
"57873",2002-06-27,"wichita","us","teardrop"
"1014",2011-10-01,"san benito","us","triangle"
"14104",2005-11-24,"palm desert","us","triangle"
"21151",2001-01-02,"ponca","us","triangle"
"42426",2012-04-21,"bremerton","us","triangle"
"43139",2009-04-24,"gainesville","us","triangle"
"47184",2004-05-15,"valley center","us","triangle"
"63973",2002-07-17,"duluth","us","triangle"
"65728",1997-07-23,"warrenton","us","triangle"
"74238",2004-08-16,"palmdale","us","triangle"
"78866",2011-08-03,"san antonio","us","triangle"
"16188",2013-11-04,"jackson","us","unknown"
"19804",2001-12-13,"atlantic ocean (mid-atlantic)",NA,"unknown"
"69742",2003-07-05,"niantic","us","unknown"
"75236",1967-08-20,"azusa canyon (?)",NA,"unknown"
"78959",1995-08-04,"lynnwood","us",NA
"1613",1965-10-14,"ponca city (south of)","us",NA
"13510",2013-11-02,"helena","us","oval"
"70156",2011-07-06,"strongsville","us","circle"
"21631",2013-12-21,"palacios","us","cylinder"
"60146",2003-06-07,"oakland","us","cylinder"
"43515",2010-04-26,"laguna hills","us","fireball"
"83704",2010-09-18,"westbury","us","fireball"
"76694",2002-08-24,"gresham","us","flash"
"9049",1997-11-01,"newton","us","light"
"29461",2014-02-14,"tucson","us","light"
"73301",2013-08-14,"buckeye","us","light"
"42629",2014-04-02,"kenai","us","oval"
"73336",1958-08-15,"monroe","us","oval"
"8054",2007-10-09,"rolla","us","sphere"
"30113",2011-02-17,"washougal","us","triangle"
"42741",2007-04-22,"westville","us","triangle"
"43907",2011-04-28,"singapore/borneo (between) (in flight)",NA,"triangle"
"72606",2010-08-12,"berlin township",NA,"triangle"
"12364",2009-01-01,"concord","us","unknown"
"6111",2007-10-30,"bolton","us","fireball"
"6159",2010-10-30,"fort wright","us","fireball"
"19151",1998-12-01,"westfield (5 miles north of)","us","fireball"
"45945",2011-05-11,"red bluff","us","sphere"
"48121",2004-05-20,"montrose","us","circle"
"4000",2001-10-02,"boston","us","disk"
"85637",2004-09-24,"oak forest","us","disk"
"46887",2013-05-14,"highland mills","us","light"
"86068",2002-09-26,"shawnee","us","light"
"64947",2010-07-20,"albany","us","other"
"16799",2013-01-15,"san antonio","us","unknown"
"35198",2007-03-15,"easley","us","unknown"
"43950",2014-04-28,"vancouver","us","unknown"
"49624",2003-05-28,"boise","us","triangle"
"75501",2008-08-20,"silver spring","us","triangle"
"74638",2013-08-17,"conneaut lake","us","light"
"62713",2013-07-14,"lafayette","us","circle"
"12074",1997-01-01,"phoenix","us","chevron"
"43911",2011-04-28,"colorado springs","us","light"
"50367",2011-05-03,"amery","us","light"
"78160",1997-08-30,"tripoli (libya)",NA,"light"
"6320",2001-10-31,"george town township",NA,"other"
"12890",2008-11-20,NA,NA,NA
"22554",2012-12-24,"pico rivera","us","fireball"
"67515",1997-07-30,"lake winnibigoshish (north central mn)",NA,"other"
"66644",2008-07-26,"sebastopol","us","triangle"
"66835",2006-07-27,"dublin","us","triangle"
"74610",2012-08-17,"downers grove","us","fireball"
"22411",2004-12-24,"madera","us","light"
"81291",1995-09-01,"pahrump","us","changing"
"1800",2011-10-14,"san bernardino","us","sphere"
"14906",2006-11-28,"stanford","us","light"
"29264",1996-02-14,"miltona","us","circle"
"38802",2002-03-06,"sydney (nsw&#44 australia)","au","light"
"29331",2004-02-14,"new effington","us","unknown"
"60069",2013-06-06,"westhill (uk/scotland)",NA,"changing"
"31129",2004-02-22,"stone ridge","us","oval"
"85093",2004-09-22,"memphis","us","sphere"
"29237",2014-02-13,"colorado springs","us","sphere"
"17860",2008-11-08,"ribeirao preto (brazil)",NA,"flash"
"82460",2013-09-14,"mt. holly/lumberton",NA,"light"
"718",1998-10-01,"mosinee","us","other"
"5945",2011-10-29,"mingo","us","circle"
"20804",2013-12-17,"seminole","us","changing"
"55098",2009-06-16,"pensacola","us","changing"
"69880",2011-07-05,"washington","us","changing"
"11031",2007-11-16,"lowell","us","chevron"
"70955",2005-07-09,"tinley park","us","cigar"
"15806",2013-11-03,"west haven",NA,"circle"
"16640",2009-01-15,"plainfield","us","circle"
"34383",2012-03-12,"maineville","us","circle"
"45706",2002-05-10,"spring","us","circle"
"65401",2009-07-02,"los angeles","us","circle"
"69621",2013-07-04,"broomfiled- standley lake",NA,"circle"
"79533",2003-08-06,"banff (canada)","ca","cross"
"21481",2012-12-20,"cameron (near&#44 on highway)","us","diamond"
"2275",2003-10-15,"granada hills","us","disk"
"6319",2001-10-31,"arcadia","us","disk"
"16444",2003-11-05,"pass christian","us","disk"
"16727",2012-11-05,"spring creek","us","disk"
"45372",2012-04-08,"kansas city","us","disk"
"77237",2000-08-26,"perth (western australia)","au","disk"
"78002",2006-08-29,"portland","us","egg"
"1681",2002-10-14,"porterville","us","fireball"
"18044",2013-01-18,"waukegan","us","fireball"
"22541",2012-12-24,"deep river","us","fireball"
"69045",2010-07-04,"wickliff",NA,"fireball"
"76603",2012-08-23,"waterloo","us","fireball"
"8909",2012-11-11,"shawnee","us","formation"
"60750",1992-07-10,"swan falls/kuna",NA,"formation"
"84709",2013-09-21,"waterford","us","formation"
"84914",2010-09-02,"bountiful","us","formation"
"1742",2007-10-14,"hyderabad (india)",NA,"light"
"13360",2008-11-02,"marysville","us","light"
"20047",2004-12-14,"phoenix","us","light"
"21887",2011-01-22,"bel air","us","light"
"23094",2002-12-27,"roby","us","light"
"29556",1997-02-15,"blairsville","us","light"
"30025",2003-02-17,"burbank","us","light"
"32056",2012-02-27,"monroe","us","light"
"32928",2010-02-06,"woodbridge","us","light"
"45266",2003-04-08,"dubuque (county  highway 151)","us","light"
"48810",2005-05-23,"orange beach","us","light"
"62085",2010-07-12,"meadowlands","us","light"
"66956",2012-07-27,"grand rapids","us","light"
"66970",2013-07-27,"cordes junction","us","light"
"68847",2009-07-04,"shelby","us","light"
"72484",2004-08-12,"toledo","us","light"
"74204",2001-08-16,"port alberni (canada)","ca","light"
"74893",2012-08-18,"hartford","us","light"
"76018",2006-08-02,"yosemite valley",NA,"light"
"76114",2012-08-02,"lakeside","us","light"
"87660",2011-09-04,"mckinney","us","light"
"18828",2007-12-10,"sault ste. marie (canada)",NA,"other"
"21777",2005-01-22,"cedar city","us","other"
"41380",2011-04-16,"miami","us","other"
"46355",2014-05-01,"ellijay","us","other"
"54945",2013-06-15,"stevens point","us","other"
"59489",2005-06-04,"sonora","us","other"
"63278",2000-07-15,"houston","us","other"
"76036",2008-08-02,"oregon city","us","other"
"80016",1962-08-08,"lodi","us","other"
"34643",2010-03-13,"edmonds","us","oval"
"84332",2008-09-20,"palatine","us","oval"
"10042",1997-11-14,"kenmore","us","rectangle"
"16585",2007-11-05,"lower lake","us","rectangle"
"6085",2005-10-30,"porterville","us","sphere"
"45369",NA,"garden grove","us","sphere"
"60467",2013-06-08,"ephrata","us","sphere"
"80086",2000-08-08,"hillsboro",NA,"sphere"
"80695",2005-09-10,"casa grande","us","sphere"
"1717",2005-10-14,"llanelli (uk/england)","gb","triangle"
"38397",2012-03-03,"albany","us","triangle"
"39047",2005-03-07,"alturas","us","triangle"
"39544",1994-04-10,"willow springs","us","triangle"
"40712",2010-04-14,"east wenatchee","us","triangle"
"40747",2011-04-14,"bethalto","us","triangle"
"40759",2011-04-14,"federal way/redondo",NA,"triangle"
"40872",1979-04-15,"lexington","us","triangle"
